n,distribution,chromatic_number,clique_number,max_independent_set_size,domination_number,min_clique_cover_size,chromatic_number_norm,clique_number_norm,max_independent_set_size_norm,domination_number_norm,min_clique_cover_size_norm,chromatic_to_clique_ratio,chromatic_to_max_independent_ratio,clique_to_max_independent_ratio,domination_to_clique_ratio,min_clique_cover_to_chromatic_ratio,chromatic_minus_clique,min_clique_cover_minus_chromatic,max_independent_plus_clique,chromatic_number_sq,clique_number_sq,max_independent_set_size_sq,chromatic_clique_product,chromatic_number_log,clique_number_sqrt,n_sq,n_inv,n_bin_medium,n_bin_large,chromatic_number_norm_x_clique_number_norm
500,1,233,223,12,492,16,0.466,0.446,0.024,0.984,0.032,1.0448430493273542,19.416666666666668,18.583333333333332,2.2062780269058297,0.06866952789699571,10,-217,235,54289,49729,144,51959,5.455321115357702,14.933184523068078,250000,0.002,False,True,0.20783600000000002
350,0,100,97,11,331,13,0.2857142857142857,0.27714285714285714,0.03142857142857143,0.9457142857142857,0.037142857142857144,1.0309278350515463,9.090909090909092,8.818181818181818,3.4123711340206184,0.13,3,-87,108,10000,9409,121,9700,4.61512051684126,9.848857801796104,122500,0.002857142857142857,False,True,0.07918367346938775
200,1,107,78,11,196,13,0.535,0.39,0.055,0.98,0.065,1.3717948717948718,9.727272727272727,7.090909090909091,2.5128205128205128,0.12149532710280374,29,-94,89,11449,6084,121,8346,4.68213122712422,8.831760866327848,40000,0.005,True,False,0.20865000000000003
250,1,124,119,7,230,9,0.496,0.476,0.028,0.92,0.036,1.0420168067226891,17.714285714285715,17.0,1.9327731092436975,0.07258064516129033,5,-115,126,15376,14161,49,14756,4.8283137373023015,10.908712114635714,62500,0.004,True,False,0.236096
350,1,157,142,10,339,14,0.44857142857142857,0.4057142857142857,0.02857142857142857,0.9685714285714285,0.04,1.1056338028169015,15.7,14.2,2.387323943661972,0.08917197452229299,15,-143,152,24649,20164,100,22294,5.062595033026967,11.916375287812984,122500,0.002857142857142857,False,True,0.18199183673469388
300,0,84,84,15,289,16,0.28,0.28,0.05,0.9633333333333334,0.05333333333333334,1.0,5.6,5.6,3.4404761904761907,0.19047619047619047,0,-68,99,7056,7056,225,7056,4.442651256490317,9.16515138991168,90000,0.0033333333333333335,True,False,0.07840000000000001
500,0,170,169,12,489,14,0.34,0.338,0.024,0.978,0.028,1.0059171597633136,14.166666666666666,14.083333333333334,2.893491124260355,0.08235294117647059,1,-156,181,28900,28561,144,28730,5.14166355650266,13.0,250000,0.002,False,True,0.11492000000000002
200,0,66,63,11,189,14,0.33,0.315,0.055,0.945,0.07,1.0476190476190477,6.0,5.7272727272727275,3.0,0.21212121212121213,3,-52,74,4356,3969,121,4158,4.204692619390966,7.937253933193772,40000,0.005,True,False,0.10395
25,1,12,12,4,13,4,0.48,0.48,0.16,0.52,0.16,1.0,3.0,3.0,1.0833333333333333,0.3333333333333333,0,-8,16,144,144,16,144,2.5649493574615367,3.4641016151377544,625,0.04,False,False,0.2304
150,0,51,46,10,141,11,0.34,0.30666666666666664,0.06666666666666667,0.94,0.07333333333333333,1.108695652173913,5.1,4.6,3.0652173913043477,0.21568627450980393,5,-40,56,2601,2116,100,2346,3.9512437185814275,6.782329983125268,22500,0.006666666666666667,True,False,0.10426666666666666
100,1,53,53,8,100,10,0.53,0.53,0.08,1.0,0.1,1.0,6.625,6.625,1.8867924528301887,0.18867924528301888,0,-43,61,2809,2809,64,2809,3.9889840465642745,7.280109889280518,10000,0.01,False,False,0.28090000000000004
200,1,89,85,9,192,11,0.445,0.425,0.045,0.96,0.055,1.0470588235294118,9.88888888888889,9.444444444444445,2.2588235294117647,0.12359550561797752,4,-78,94,7921,7225,81,7565,4.499809670330265,9.219544457292887,40000,0.005,True,False,0.189125
200,1,91,89,9,198,11,0.455,0.445,0.045,0.99,0.055,1.0224719101123596,10.11111111111111,9.88888888888889,2.2247191011235956,0.12087912087912088,2,-80,98,8281,7921,81,8099,4.5217885770490405,9.433981132056603,40000,0.005,True,False,0.20247500000000002
400,1,176,173,11,389,14,0.44,0.4325,0.0275,0.9725,0.035,1.0173410404624277,16.0,15.727272727272727,2.2485549132947975,0.07954545454545454,3,-162,184,30976,29929,121,30448,5.176149732573829,13.152946437965905,160000,0.0025,False,True,0.1903
200,0,62,61,9,182,13,0.31,0.305,0.045,0.91,0.065,1.0163934426229508,6.888888888888889,6.777777777777778,2.9836065573770494,0.20967741935483872,1,-49,70,3844,3721,81,3782,4.143134726391533,7.810249675906654,40000,0.005,True,False,0.09455
400,0,150,119,11,390,13,0.375,0.2975,0.0275,0.975,0.0325,1.2605042016806722,13.636363636363637,10.818181818181818,3.277310924369748,0.08666666666666667,31,-137,130,22500,14161,121,17850,5.017279836814924,10.908712114635714,160000,0.0025,False,True,0.1115625
300,1,139,122,12,298,14,0.4633333333333333,0.4066666666666667,0.04,0.9933333333333333,0.04666666666666667,1.139344262295082,11.583333333333334,10.166666666666666,2.442622950819672,0.10071942446043165,17,-125,134,19321,14884,144,16958,4.941642422609304,11.045361017187261,90000,0.0033333333333333335,True,False,0.1884222222222222
400,0,137,137,12,400,16,0.3425,0.3425,0.03,1.0,0.04,1.0,11.416666666666666,11.416666666666666,2.9197080291970803,0.11678832116788321,0,-121,149,18769,18769,144,18769,4.927253685157205,11.704699910719626,160000,0.0025,False,True,0.11730625000000001
400,0,129,128,12,392,14,0.3225,0.32,0.03,0.98,0.035,1.0078125,10.75,10.666666666666666,3.0625,0.10852713178294573,1,-115,140,16641,16384,144,16512,4.867534450455582,11.313708498984761,160000,0.0025,False,True,0.1032
100,0,32,32,8,94,10,0.32,0.32,0.08,0.94,0.1,1.0,4.0,4.0,2.9375,0.3125,0,-22,40,1024,1024,64,1024,3.4965075614664802,5.656854249492381,10000,0.01,False,False,0.1024
200,0,58,57,10,195,12,0.29,0.285,0.05,0.975,0.06,1.0175438596491229,5.8,5.7,3.4210526315789473,0.20689655172413793,1,-46,67,3364,3249,100,3306,4.07753744390572,7.54983443527075,40000,0.005,True,False,0.08264999999999999
200,1,96,81,9,196,10,0.48,0.405,0.045,0.98,0.05,1.1851851851851851,10.666666666666666,9.0,2.419753086419753,0.10416666666666667,15,-86,90,9216,6561,81,7776,4.574710978503383,9.0,40000,0.005,True,False,0.19440000000000002
25,1,13,13,5,22,6,0.52,0.52,0.2,0.88,0.24,1.0,2.6,2.6,1.6923076923076923,0.46153846153846156,0,-7,18,169,169,25,169,2.6390573296152584,3.605551275463989,625,0.04,False,False,0.27040000000000003
200,1,89,81,8,193,10,0.445,0.405,0.04,0.965,0.05,1.0987654320987654,11.125,10.125,2.382716049382716,0.11235955056179775,8,-79,89,7921,6561,64,7209,4.499809670330265,9.0,40000,0.005,True,False,0.18022500000000002
100,0,36,34,10,98,11,0.36,0.34,0.1,0.98,0.11,1.0588235294117647,3.6,3.4,2.8823529411764706,0.3055555555555556,2,-25,44,1296,1156,100,1224,3.6109179126442243,5.830951894845301,10000,0.01,False,False,0.12240000000000001
350,0,98,98,13,342,14,0.28,0.28,0.037142857142857144,0.9771428571428571,0.04,1.0,7.538461538461538,7.538461538461538,3.489795918367347,0.14285714285714285,0,-84,111,9604,9604,169,9604,4.59511985013459,9.899494936611665,122500,0.002857142857142857,False,True,0.07840000000000001
250,0,76,76,13,250,15,0.304,0.304,0.052,1.0,0.06,1.0,5.846153846153846,5.846153846153846,3.289473684210526,0.19736842105263158,0,-61,89,5776,5776,169,5776,4.343805421853684,8.717797887081348,62500,0.004,True,False,0.092416
150,1,70,63,8,147,10,0.4666666666666667,0.42,0.05333333333333334,0.98,0.06666666666666667,1.1111111111111112,8.75,7.875,2.3333333333333335,0.14285714285714285,7,-60,71,4900,3969,64,4410,4.2626798770413155,7.937253933193772,22500,0.006666666666666667,True,False,0.196
300,0,93,90,12,297,14,0.31,0.3,0.04,0.99,0.04666666666666667,1.0333333333333334,7.75,7.5,3.3,0.15053763440860216,3,-79,102,8649,8100,144,8370,4.543294782270004,9.486832980505138,90000,0.0033333333333333335,True,False,0.093
450,1,193,186,13,442,17,0.4288888888888889,0.41333333333333333,0.028888888888888888,0.9822222222222222,0.03777777777777778,1.0376344086021505,14.846153846153847,14.307692307692308,2.3763440860215055,0.08808290155440414,7,-176,199,37249,34596,169,35898,5.267858159063328,13.638181696985855,202500,0.0022222222222222222,False,True,0.17727407407407406
450,0,147,144,10,414,14,0.32666666666666666,0.32,0.022222222222222223,0.92,0.03111111111111111,1.0208333333333333,14.7,14.4,2.875,0.09523809523809523,3,-133,154,21609,20736,100,21168,4.997212273764115,12.0,202500,0.0022222222222222222,False,True,0.10453333333333334
300,1,140,137,11,292,13,0.4666666666666667,0.45666666666666667,0.03666666666666667,0.9733333333333334,0.043333333333333335,1.0218978102189782,12.727272727272727,12.454545454545455,2.1313868613138687,0.09285714285714286,3,-127,148,19600,18769,121,19180,4.948759890378168,11.704699910719626,90000,0.0033333333333333335,True,False,0.2131111111111111
250,0,76,76,11,245,14,0.304,0.304,0.044,0.98,0.056,1.0,6.909090909090909,6.909090909090909,3.223684210526316,0.18421052631578946,0,-62,87,5776,5776,121,5776,4.343805421853684,8.717797887081348,62500,0.004,True,False,0.092416
500,1,230,227,12,490,16,0.46,0.454,0.024,0.98,0.032,1.013215859030837,19.166666666666668,18.916666666666668,2.158590308370044,0.06956521739130435,3,-214,239,52900,51529,144,52210,5.442417710521793,15.066519173319364,250000,0.002,False,True,0.20884000000000003
150,0,40,36,11,143,12,0.26666666666666666,0.24,0.07333333333333333,0.9533333333333334,0.08,1.1111111111111112,3.6363636363636362,3.272727272727273,3.9722222222222223,0.3,4,-28,47,1600,1296,121,1440,3.713572066704308,6.0,22500,0.006666666666666667,True,False,0.064
400,1,194,190,13,394,14,0.485,0.475,0.0325,0.985,0.035,1.0210526315789474,14.923076923076923,14.615384615384615,2.0736842105263156,0.07216494845360824,4,-180,203,37636,36100,169,36860,5.272999558563747,13.784048752090222,160000,0.0025,False,True,0.230375
100,1,55,41,7,100,8,0.55,0.41,0.07,1.0,0.08,1.3414634146341464,7.857142857142857,5.857142857142857,2.4390243902439024,0.14545454545454545,14,-47,48,3025,1681,49,2255,4.02535169073515,6.4031242374328485,10000,0.01,False,False,0.2255
25,1,12,9,4,19,5,0.48,0.36,0.16,0.76,0.2,1.3333333333333333,3.0,2.25,2.111111111111111,0.4166666666666667,3,-7,13,144,81,16,108,2.5649493574615367,3.0,625,0.04,False,False,0.17279999999999998
50,1,23,19,10,49,10,0.46,0.38,0.2,0.98,0.2,1.2105263157894737,2.3,1.9,2.5789473684210527,0.43478260869565216,4,-13,29,529,361,100,437,3.1780538303479458,4.358898943540674,2500,0.02,False,False,0.1748
450,1,206,201,12,444,15,0.4577777777777778,0.44666666666666666,0.02666666666666667,0.9866666666666667,0.03333333333333333,1.0248756218905473,17.166666666666668,16.75,2.208955223880597,0.07281553398058252,5,-191,213,42436,40401,144,41406,5.332718793265369,14.177446878757825,202500,0.0022222222222222222,False,True,0.20447407407407406
200,1,90,83,12,194,13,0.45,0.415,0.06,0.97,0.065,1.0843373493975903,7.5,6.916666666666667,2.3373493975903616,0.14444444444444443,7,-77,95,8100,6889,144,7470,4.51085950651685,9.1104335791443,40000,0.005,True,False,0.18675
150,0,47,47,8,143,11,0.31333333333333335,0.31333333333333335,0.05333333333333334,0.9533333333333334,0.07333333333333333,1.0,5.875,5.875,3.0425531914893615,0.23404255319148937,0,-36,55,2209,2209,64,2209,3.871201010907891,6.855654600401044,22500,0.006666666666666667,True,False,0.0981777777777778
100,1,44,44,8,94,9,0.44,0.44,0.08,0.94,0.09,1.0,5.5,5.5,2.1363636363636362,0.20454545454545456,0,-35,52,1936,1936,64,1936,3.8066624897703196,6.6332495807108,10000,0.01,False,False,0.1936
50,1,19,19,5,49,6,0.38,0.38,0.1,0.98,0.12,1.0,3.8,3.8,2.5789473684210527,0.3157894736842105,0,-13,24,361,361,25,361,2.995732273553991,4.358898943540674,2500,0.02,False,False,0.1444
400,0,146,144,10,394,13,0.365,0.36,0.025,0.985,0.0325,1.0138888888888888,14.6,14.4,2.736111111111111,0.08904109589041095,2,-133,154,21316,20736,100,21024,4.990432586778736,12.0,160000,0.0025,False,True,0.1314
50,1,22,20,6,39,7,0.44,0.4,0.12,0.78,0.14,1.1,3.6666666666666665,3.3333333333333335,1.95,0.3181818181818182,2,-15,26,484,400,36,440,3.1354942159291497,4.47213595499958,2500,0.02,False,False,0.17600000000000002
150,1,75,69,8,143,11,0.5,0.46,0.05333333333333334,0.9533333333333334,0.07333333333333333,1.0869565217391304,9.375,8.625,2.072463768115942,0.14666666666666667,6,-64,77,5625,4761,64,5175,4.330733340286331,8.306623862918075,22500,0.006666666666666667,True,False,0.23
400,1,166,155,14,399,16,0.415,0.3875,0.035,0.9975,0.04,1.070967741935484,11.857142857142858,11.071428571428571,2.574193548387097,0.0963855421686747,11,-150,169,27556,24025,196,25730,5.117993812416755,12.449899597988733,160000,0.0025,False,True,0.1608125
500,0,141,141,12,489,14,0.282,0.282,0.024,0.978,0.028,1.0,11.75,11.75,3.4680851063829787,0.09929078014184398,0,-127,153,19881,19881,144,19881,4.955827057601261,11.874342087037917,250000,0.002,False,True,0.07952399999999998
150,0,54,54,9,143,10,0.36,0.36,0.06,0.9533333333333334,0.06666666666666667,1.0,6.0,6.0,2.6481481481481484,0.18518518518518517,0,-44,63,2916,2916,81,2916,4.007333185232471,7.3484692283495345,22500,0.006666666666666667,True,False,0.1296
300,0,94,94,11,291,13,0.31333333333333335,0.31333333333333335,0.03666666666666667,0.97,0.043333333333333335,1.0,8.545454545454545,8.545454545454545,3.095744680851064,0.13829787234042554,0,-81,105,8836,8836,121,8836,4.553876891600541,9.695359714832659,90000,0.0033333333333333335,True,False,0.0981777777777778
400,0,113,110,11,396,14,0.2825,0.275,0.0275,0.99,0.035,1.0272727272727273,10.272727272727273,10.0,3.6,0.12389380530973451,3,-99,121,12769,12100,121,12430,4.736198448394496,10.488088481701515,160000,0.0025,False,True,0.07768749999999999
200,0,62,60,9,193,10,0.31,0.3,0.045,0.965,0.05,1.0333333333333334,6.888888888888889,6.666666666666667,3.216666666666667,0.16129032258064516,2,-52,69,3844,3600,81,3720,4.143134726391533,7.745966692414834,40000,0.005,True,False,0.093
300,0,106,106,12,296,14,0.35333333333333333,0.35333333333333333,0.04,0.9866666666666667,0.04666666666666667,1.0,8.833333333333334,8.833333333333334,2.792452830188679,0.1320754716981132,0,-92,118,11236,11236,144,11236,4.672828834461906,10.295630140987,90000,0.0033333333333333335,True,False,0.12484444444444444
500,1,235,228,12,495,15,0.47,0.456,0.024,0.99,0.03,1.030701754385965,19.583333333333332,19.0,2.1710526315789473,0.06382978723404255,7,-220,240,55225,51984,144,53580,5.4638318050256105,15.0996688705415,250000,0.002,False,True,0.21431999999999998
450,0,148,148,10,429,14,0.3288888888888889,0.3288888888888889,0.022222222222222223,0.9533333333333334,0.03111111111111111,1.0,14.8,14.8,2.8986486486486487,0.0945945945945946,0,-134,158,21904,21904,100,21904,5.003946305945459,12.165525060596439,202500,0.0022222222222222222,False,True,0.1081679012345679
500,1,243,219,10,475,12,0.486,0.438,0.02,0.95,0.024,1.1095890410958904,24.3,21.9,2.1689497716894977,0.04938271604938271,24,-231,229,59049,47961,100,53217,5.497168225293202,14.798648586948742,250000,0.002,False,True,0.212868
200,1,98,93,8,195,9,0.49,0.465,0.04,0.975,0.045,1.053763440860215,12.25,11.625,2.096774193548387,0.09183673469387756,5,-89,101,9604,8649,64,9114,4.59511985013459,9.643650760992955,40000,0.005,True,False,0.22785
150,0,49,49,9,141,12,0.32666666666666666,0.32666666666666666,0.06,0.94,0.08,1.0,5.444444444444445,5.444444444444445,2.877551020408163,0.24489795918367346,0,-37,58,2401,2401,81,2401,3.912023005428146,7.0,22500,0.006666666666666667,True,False,0.1067111111111111
200,0,65,63,11,198,13,0.325,0.315,0.055,0.99,0.065,1.0317460317460319,5.909090909090909,5.7272727272727275,3.142857142857143,0.2,2,-52,74,4225,3969,121,4095,4.189654742026425,7.937253933193772,40000,0.005,True,False,0.10237500000000001
200,1,95,88,9,194,12,0.475,0.44,0.045,0.97,0.06,1.0795454545454546,10.555555555555555,9.777777777777779,2.2045454545454546,0.12631578947368421,7,-83,97,9025,7744,81,8360,4.564348191467836,9.38083151964686,40000,0.005,True,False,0.209
150,1,69,61,8,144,10,0.46,0.4066666666666667,0.05333333333333334,0.96,0.06666666666666667,1.1311475409836065,8.625,7.625,2.360655737704918,0.14492753623188406,8,-59,69,4761,3721,64,4209,4.248495242049359,7.810249675906654,22500,0.006666666666666667,True,False,0.1870666666666667
200,1,94,90,8,196,10,0.47,0.45,0.04,0.98,0.05,1.0444444444444445,11.75,11.25,2.1777777777777776,0.10638297872340426,4,-84,98,8836,8100,64,8460,4.553876891600541,9.486832980505138,40000,0.005,True,False,0.2115
25,0,8,8,6,25,8,0.32,0.32,0.24,1.0,0.32,1.0,1.3333333333333333,1.3333333333333333,3.125,1.0,0,0,14,64,64,36,64,2.1972245773362196,2.8284271247461903,625,0.04,False,False,0.1024
200,1,95,89,10,197,11,0.475,0.445,0.05,0.985,0.055,1.0674157303370786,9.5,8.9,2.2134831460674156,0.11578947368421053,6,-84,99,9025,7921,100,8455,4.564348191467836,9.433981132056603,40000,0.005,True,False,0.21137499999999998
25,0,13,12,7,22,8,0.52,0.48,0.28,0.88,0.32,1.0833333333333333,1.8571428571428572,1.7142857142857142,1.8333333333333333,0.6153846153846154,1,-5,19,169,144,49,156,2.6390573296152584,3.4641016151377544,625,0.04,False,False,0.2496
150,0,53,53,9,142,10,0.35333333333333333,0.35333333333333333,0.06,0.9466666666666667,0.06666666666666667,1.0,5.888888888888889,5.888888888888889,2.6792452830188678,0.18867924528301888,0,-43,62,2809,2809,81,2809,3.9889840465642745,7.280109889280518,22500,0.006666666666666667,True,False,0.12484444444444444
50,0,17,17,7,39,8,0.34,0.34,0.14,0.78,0.16,1.0,2.4285714285714284,2.4285714285714284,2.2941176470588234,0.47058823529411764,0,-9,24,289,289,49,289,2.8903717578961645,4.123105625617661,2500,0.02,False,False,0.11560000000000002
300,1,134,127,9,287,12,0.44666666666666666,0.42333333333333334,0.03,0.9566666666666667,0.04,1.0551181102362204,14.88888888888889,14.11111111111111,2.2598425196850394,0.08955223880597014,7,-122,136,17956,16129,81,17018,4.90527477843843,11.269427669584644,90000,0.0033333333333333335,True,False,0.1890888888888889
250,1,108,104,10,242,11,0.432,0.416,0.04,0.968,0.044,1.0384615384615385,10.8,10.4,2.326923076923077,0.10185185185185185,4,-97,114,11664,10816,100,11232,4.6913478822291435,10.198039027185569,62500,0.004,True,False,0.17971199999999998
500,0,151,151,10,493,14,0.302,0.302,0.02,0.986,0.028,1.0,15.1,15.1,3.2649006622516556,0.09271523178807947,0,-137,161,22801,22801,100,22801,5.0238805208462765,12.288205727444508,250000,0.002,False,True,0.091204
100,1,50,50,7,93,9,0.5,0.5,0.07,0.93,0.09,1.0,7.142857142857143,7.142857142857143,1.86,0.18,0,-41,57,2500,2500,49,2500,3.9318256327243257,7.0710678118654755,10000,0.01,False,False,0.25
450,0,147,140,12,442,14,0.32666666666666666,0.3111111111111111,0.02666666666666667,0.9822222222222222,0.03111111111111111,1.05,12.25,11.666666666666666,3.157142857142857,0.09523809523809523,7,-133,152,21609,19600,144,20580,4.997212273764115,11.832159566199232,202500,0.0022222222222222222,False,True,0.10162962962962963
400,0,121,121,11,392,14,0.3025,0.3025,0.0275,0.98,0.035,1.0,11.0,11.0,3.239669421487603,0.11570247933884298,0,-107,132,14641,14641,121,14641,4.804021044733257,11.0,160000,0.0025,False,True,0.09150625
50,1,23,19,7,49,8,0.46,0.38,0.14,0.98,0.16,1.2105263157894737,3.2857142857142856,2.7142857142857144,2.5789473684210527,0.34782608695652173,4,-15,26,529,361,49,437,3.1780538303479458,4.358898943540674,2500,0.02,False,False,0.1748
25,0,8,7,5,25,6,0.32,0.28,0.2,1.0,0.24,1.1428571428571428,1.6,1.4,3.5714285714285716,0.75,1,-2,12,64,49,25,56,2.1972245773362196,2.6457513110645907,625,0.04,False,False,0.08960000000000001
300,0,101,94,12,290,14,0.33666666666666667,0.31333333333333335,0.04,0.9666666666666667,0.04666666666666667,1.074468085106383,8.416666666666666,7.833333333333333,3.0851063829787235,0.13861386138613863,7,-87,106,10201,8836,144,9494,4.624972813284271,9.695359714832659,90000,0.0033333333333333335,True,False,0.1054888888888889
400,1,170,161,14,395,17,0.425,0.4025,0.035,0.9875,0.0425,1.0559006211180124,12.142857142857142,11.5,2.453416149068323,0.1,9,-153,175,28900,25921,196,27370,5.14166355650266,12.68857754044952,160000,0.0025,False,True,0.1710625
100,1,48,47,6,94,8,0.48,0.47,0.06,0.94,0.08,1.0212765957446808,8.0,7.833333333333333,2.0,0.16666666666666666,1,-40,53,2304,2209,36,2256,3.8918202981106265,6.855654600401044,10000,0.01,False,False,0.22559999999999997
300,1,136,132,11,290,14,0.4533333333333333,0.44,0.03666666666666667,0.9666666666666667,0.04666666666666667,1.0303030303030303,12.363636363636363,12.0,2.196969696969697,0.10294117647058823,4,-122,143,18496,17424,121,17952,4.919980925828125,11.489125293076057,90000,0.0033333333333333335,True,False,0.19946666666666665
500,0,152,149,9,481,13,0.304,0.298,0.018,0.962,0.026,1.0201342281879195,16.88888888888889,16.555555555555557,3.228187919463087,0.08552631578947369,3,-139,158,23104,22201,81,22648,5.030437921392435,12.206555615733702,250000,0.002,False,True,0.09059199999999999
200,1,85,81,9,196,10,0.425,0.405,0.045,0.98,0.05,1.0493827160493827,9.444444444444445,9.0,2.419753086419753,0.11764705882352941,4,-75,90,7225,6561,81,6885,4.454347296253507,9.0,40000,0.005,True,False,0.172125
300,1,129,127,8,291,11,0.43,0.42333333333333334,0.02666666666666667,0.97,0.03666666666666667,1.015748031496063,16.125,15.875,2.2913385826771653,0.08527131782945736,2,-118,135,16641,16129,64,16383,4.867534450455582,11.269427669584644,90000,0.0033333333333333335,True,False,0.18203333333333332
150,0,48,47,9,138,9,0.32,0.31333333333333335,0.06,0.92,0.06,1.0212765957446808,5.333333333333333,5.222222222222222,2.9361702127659575,0.1875,1,-39,56,2304,2209,81,2256,3.8918202981106265,6.855654600401044,22500,0.006666666666666667,True,False,0.10026666666666667
200,1,91,82,12,195,12,0.455,0.41,0.06,0.975,0.06,1.1097560975609757,7.583333333333333,6.833333333333333,2.3780487804878048,0.13186813186813187,9,-79,94,8281,6724,144,7462,4.5217885770490405,9.055385138137417,40000,0.005,True,False,0.18655
350,0,111,111,11,340,13,0.3171428571428571,0.3171428571428571,0.03142857142857143,0.9714285714285714,0.037142857142857144,1.0,10.090909090909092,10.090909090909092,3.063063063063063,0.11711711711711711,0,-98,122,12321,12321,121,12321,4.718498871295094,10.535653752852738,122500,0.002857142857142857,False,True,0.10057959183673468
50,0,19,15,8,45,8,0.38,0.3,0.16,0.9,0.16,1.2666666666666666,2.375,1.875,3.0,0.42105263157894735,4,-11,23,361,225,64,285,2.995732273553991,3.872983346207417,2500,0.02,False,False,0.11399999999999999
450,0,144,144,11,442,13,0.32,0.32,0.024444444444444446,0.9822222222222222,0.028888888888888888,1.0,13.090909090909092,13.090909090909092,3.0694444444444446,0.09027777777777778,0,-131,155,20736,20736,121,20736,4.976733742420574,12.0,202500,0.0022222222222222222,False,True,0.1024
400,1,204,191,12,390,14,0.51,0.4775,0.03,0.975,0.035,1.068062827225131,17.0,15.916666666666666,2.0418848167539267,0.06862745098039216,13,-190,203,41616,36481,144,38964,5.3230099791384085,13.820274961085254,160000,0.0025,False,True,0.243525
350,1,153,150,9,327,11,0.43714285714285717,0.42857142857142855,0.025714285714285714,0.9342857142857143,0.03142857142857143,1.02,17.0,16.666666666666668,2.18,0.0718954248366013,3,-142,159,23409,22500,81,22950,5.0369526024136295,12.24744871391589,122500,0.002857142857142857,False,True,0.1873469387755102
25,1,12,11,6,21,7,0.48,0.44,0.24,0.84,0.28,1.0909090909090908,2.0,1.8333333333333333,1.9090909090909092,0.5833333333333334,1,-5,17,144,121,36,132,2.5649493574615367,3.3166247903554,625,0.04,False,False,0.2112
100,0,24,24,10,95,11,0.24,0.24,0.1,0.95,0.11,1.0,2.4,2.4,3.9583333333333335,0.4583333333333333,0,-13,34,576,576,100,576,3.2188758248682006,4.898979485566356,10000,0.01,False,False,0.0576
450,0,138,136,10,421,13,0.30666666666666664,0.3022222222222222,0.022222222222222223,0.9355555555555556,0.028888888888888888,1.0147058823529411,13.8,13.6,3.0955882352941178,0.09420289855072464,2,-125,146,19044,18496,100,18768,4.9344739331306915,11.661903789690601,202500,0.0022222222222222222,False,True,0.09268148148148148
100,0,31,30,6,83,8,0.31,0.3,0.06,0.83,0.08,1.0333333333333334,5.166666666666667,5.0,2.7666666666666666,0.25806451612903225,1,-23,36,961,900,36,930,3.4657359027997265,5.477225575051661,10000,0.01,False,False,0.093
100,0,30,29,9,92,10,0.3,0.29,0.09,0.92,0.1,1.0344827586206897,3.3333333333333335,3.2222222222222223,3.1724137931034484,0.3333333333333333,1,-20,38,900,841,81,870,3.4339872044851463,5.385164807134504,10000,0.01,False,False,0.087
500,0,140,140,12,484,14,0.28,0.28,0.024,0.968,0.028,1.0,11.666666666666666,11.666666666666666,3.4571428571428573,0.1,0,-126,152,19600,19600,144,19600,4.948759890378168,11.832159566199232,250000,0.002,False,True,0.07840000000000001
50,0,18,15,8,43,9,0.36,0.3,0.16,0.86,0.18,1.2,2.25,1.875,2.8666666666666667,0.5,3,-9,23,324,225,64,270,2.9444389791664403,3.872983346207417,2500,0.02,False,False,0.108
50,1,19,19,6,47,6,0.38,0.38,0.12,0.94,0.12,1.0,3.1666666666666665,3.1666666666666665,2.473684210526316,0.3157894736842105,0,-13,25,361,361,36,361,2.995732273553991,4.358898943540674,2500,0.02,False,False,0.1444
100,1,42,40,7,98,9,0.42,0.4,0.07,0.98,0.09,1.05,6.0,5.714285714285714,2.45,0.21428571428571427,2,-33,47,1764,1600,49,1680,3.7612001156935624,6.324555320336759,10000,0.01,False,False,0.168
400,1,186,174,13,394,15,0.465,0.435,0.0325,0.985,0.0375,1.0689655172413792,14.307692307692308,13.384615384615385,2.264367816091954,0.08064516129032258,12,-171,187,34596,30276,169,32364,5.231108616854587,13.19090595827292,160000,0.0025,False,True,0.202275
100,1,50,47,9,98,10,0.5,0.47,0.09,0.98,0.1,1.0638297872340425,5.555555555555555,5.222222222222222,2.0851063829787235,0.2,3,-40,56,2500,2209,81,2350,3.9318256327243257,6.855654600401044,10000,0.01,False,False,0.235
25,0,8,7,6,20,7,0.32,0.28,0.24,0.8,0.28,1.1428571428571428,1.3333333333333333,1.1666666666666667,2.857142857142857,0.875,1,-1,13,64,49,36,56,2.1972245773362196,2.6457513110645907,625,0.04,False,False,0.08960000000000001
150,1,73,64,9,144,10,0.4866666666666667,0.4266666666666667,0.06,0.96,0.06666666666666667,1.140625,8.11111111111111,7.111111111111111,2.25,0.136986301369863,9,-63,73,5329,4096,81,4672,4.30406509320417,8.0,22500,0.006666666666666667,True,False,0.20764444444444446
200,1,84,82,10,192,11,0.42,0.41,0.05,0.96,0.055,1.024390243902439,8.4,8.2,2.341463414634146,0.13095238095238096,2,-73,92,7056,6724,100,6888,4.442651256490317,9.055385138137417,40000,0.005,True,False,0.1722
400,1,183,162,12,390,13,0.4575,0.405,0.03,0.975,0.0325,1.1296296296296295,15.25,13.5,2.4074074074074074,0.07103825136612021,21,-170,174,33489,26244,144,29646,5.214935757608986,12.727922061357855,160000,0.0025,False,True,0.18528750000000002
250,0,80,80,9,242,12,0.32,0.32,0.036,0.968,0.048,1.0,8.88888888888889,8.88888888888889,3.025,0.15,0,-68,89,6400,6400,81,6400,4.394449154672439,8.94427190999916,62500,0.004,True,False,0.1024
